-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,-1,-1,-1,-1,-1,-1
-1,7,8,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,7,-1,-1,-1,-1,-1,-1,-1,-1,7,0,8,9,7,-1,-1,-1,-1,-1,-1
-1,7,0,0,0,0,0,0,0,0,0,0,16,0,0,3,4,0,16,0,7,-1,-1,-1,-1,-1,-1,-1,-1,7,0,6,0,7,-1,-1,-1,-1,-1,-1
-1,7,0,5,0,0,7,0,0,1,0,0,0,0,0,8,9,0,0,0,7,-1,-1,-1,-1,-1,7,7,7,7,0,0,0,7,7,-1,-1,-1,-1,-1
-1,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1
-1,7,7,7,23,23,7,7,7,7,7,7,0,0,0,0,2,0,7,7,7,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1
-1,7,12,24,13,10,7,-1,-1,-1,-1,7,0,0,0,7,0,0,0,7,-1,-1,-1,-1,-1,-1,7,0,0,7,7,7,2,0,7,7,7,-1,-1,-1
-1,7,7,7,7,7,7,-1,-1,-1,-1,7,0,0,0,7,7,0,0,7,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,0,0,0,7,7,7,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,1,0,0,0,7,7,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,0,0,0,2,0,7,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1,7,7,7,0,0,0,7,7,0,0,0,0,7,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,7,7,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,7,1,0,0,0,1,0,0,0,0,0,7,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,7,7,0,0,0,7,0,0,7,7,-1,-1,-1,-1,7,0,0,0,0,0,0,0,0,29,0,7,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,16,0,7,0,0,0,7,-1,-1,-1,-1,7,0,0,0,0,0,0,0,0,0,0,7,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,7,7,0,0,7,-1,-1,-1,-1,7,0,15,0,0,0,7,7,7,7,7,7,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,7,7,0,0,7,7,-1,-1,-1,-1,7,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1
-1,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,7,11,0,7,-1,-1,-1,-1,-1,7,0,3,4,15,0,7,-1,-1,-1,-1,-1,-1
-1,7,15,0,0,0,1,7,0,0,0,7,0,0,7,0,2,0,7,7,7,7,7,7,7,7,7,7,0,8,9,0,0,7,7,7,-1,-1,-1,-1
-1,7,0,0,0,0,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,8,9,0,0,23,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1
-1,7,0,0,7,7,0,0,0,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,1,7,0,0,0,7,-1,-1,-1,-1
-1,7,13,0,7,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,23,0,0,0,7,7,7,7,0,0,7,-1,-1,-1,-1
-1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,29,0,0,7,7,7,7,7,7,7,0,0,0,7,7,0,0,0,7,-1,-1,-1,-1
-1,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,7,7,7,0,0,0,0,0,0,7,-1,-1,-1,-1
-1,7,3,4,0,0,0,7,7,0,0,7,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,7,0,2,0,0,7,7,7,-1,-1,-1,-1
-1,7,8,9,0,16,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,7,0,0,15,0,7,-1,-1,-1,-1,-1,-1
-1,7,0,13,2,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,0,0,0,0,7,-1,-1,-1,-1,-1,-1
-1,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,13,0,0,0,0,7,7,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
