7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,10,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1
7,11,31,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,24,0,23,0,0,0,7,0,24,24,0,36,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,-1,-1
7,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,12,0,0,23,0,3,4,29,0,0,7,7,7,7,7,7,0,0,7,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,-1,-1
7,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,0,0,0,0,23,0,24,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,17,0,7,-1,-1
7,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,26,26,7,7,7,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
7,24,23,24,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,26,26,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,0,0,0,7,-1,-1
7,0,0,0,7,7,7,7,7,7,7,-1,-1,-1,-1,7,26,26,7,7,7,7,7,7,7,7,7,26,26,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,7,0,0,0,7,-1,-1
7,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,7,0,0,0,7,7,0,13,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,7,-1,-1
7,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,0,0,0,0,13,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,7,0,0,0,7,7,7,7,7,0,0,0,7,0,0,0,0,0,0,0,7,-1,-1
7,0,0,0,0,0,0,0,0,0,0,0,23,0,0,7,7,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,7,7,-1,-1,-1,7,0,0,0,7,0,18,0,7,0,1,0,7,-1,-1
7,26,26,26,7,7,7,7,7,0,0,0,7,0,13,13,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,7,7,7,-1,-1,7,7,7,7,0,0,7,0,0,0,7,0,0,0,7,-1,-1
7,13,0,13,7,-1,-1,-1,7,0,0,0,7,26,7,7,7,0,0,0,0,10,0,0,0,0,0,0,0,0,17,0,0,7,7,7,7,7,7,-1,-1,-1,-1,7,12,0,7,7,7,7,0,0,7,7,7,7,0,7,-1,-1
7,10,0,0,7,-1,-1,-1,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,7,7,23,23,23,23,7,7,24,24,7,0,0,0,0,7,-1,-1
7,10,5,12,7,-1,-1,-1,7,0,0,0,7,0,13,0,0,0,0,0,17,0,0,0,0,0,7,7,7,7,7,0,0,1,0,0,0,0,7,-1,-1,7,7,0,0,0,0,0,7,7,0,0,7,0,0,0,0,7,-1,-1
7,7,7,7,7,-1,-1,-1,7,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,7,7,-1,-1,-1,7,7,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,7,-1,-1
