7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,29,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,6,0,0,0,7,0,0,15,0,0,0,0,0,0,17,0,0,7
7,0,12,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7
7,0,0,0,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7
7,0,0,0,7,0,0,0,0,0,0,7,7,0,0,0,0,15,0,7
7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,7,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,17,0,0,7
7,0,17,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,23,24,23,7
7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,7,0,0,0,7
7,0,29,0,0,0,0,0,15,0,0,0,0,0,0,7,0,5,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
