-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,13,17,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,7,7,7,7,7,-1,-1,-1,-1,-1,-1,7,0,0,0,0,7,7,-1,-1,-1,-1,-1,7,7,7,7,7,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,-1,-1,7,7,7,13,0,0,0,7,-1,-1,-1,-1,-1,7,0,8,9,7,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,7,7,0,13,0,0,7,7,7,7,7,7,7,0,7,7,7,0,0,7,-1,-1,-1,-1,-1,7,0,6,0,7,-1,-1,-1,-1,-1,-1
-1,-1,-1,7,7,0,17,0,0,0,0,2,0,0,0,8,9,16,24,0,0,0,0,7,-1,-1,-1,-1,-1,7,0,0,0,7,-1,-1,-1,-1,-1,-1
-1,-1,-1,7,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,-1,-1,-1,-1,-1,7,0,0,0,7,-1,-1,-1,-1,-1,-1
-1,-1,7,7,7,0,0,8,9,0,7,7,7,7,7,7,0,0,0,0,7,0,7,-1,-1,-1,-1,-1,-1,7,0,0,0,7,7,7,7,7,7,7
-1,7,7,7,7,7,26,26,26,7,7,7,0,10,0,7,0,0,0,7,0,0,7,7,-1,-1,-1,-1,-1,7,0,2,0,7,0,0,0,0,0,7
-1,7,7,7,7,7,0,0,0,0,7,0,0,0,7,7,0,0,0,7,0,0,0,7,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,0,0,13,7
-1,7,0,0,7,7,0,0,0,0,0,0,0,7,7,0,2,0,7,0,0,18,0,7,-1,-1,-1,-1,-1,7,0,0,0,0,0,7,0,0,0,7
-1,7,19,0,0,0,2,0,17,2,0,0,7,7,0,0,0,0,7,0,0,0,0,7,7,7,-1,-1,7,7,0,0,0,0,2,0,0,17,0,7
-1,7,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,20,0,0,0,7,0,17,0,0,0,7
-1,7,0,0,0,0,0,13,0,0,3,7,7,0,15,0,0,0,0,0,0,23,0,0,23,0,0,23,0,0,0,0,0,7,0,0,0,0,0,7
-1,7,0,0,0,7,0,7,7,0,8,7,7,0,0,0,16,0,0,0,0,23,0,0,23,0,0,23,0,0,0,0,0,7,7,0,0,0,7,7
7,7,0,0,0,7,0,0,17,0,0,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,7,20,0,0,3,7,0,0,0,0,0,7
7,0,0,0,0,7,0,2,0,0,0,0,0,0,0,7,7,7,0,0,7,7,7,7,7,7,7,7,10,7,0,0,8,7,0,0,0,13,0,7
7,0,0,15,0,7,3,4,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,23,24,37,7,4,0,0,7,0,0,0,0,0,7
7,0,0,7,0,7,7,7,7,7,7,7,7,7,0,0,2,0,7,7,7,7,7,26,26,26,7,7,7,7,9,0,0,7,7,7,7,7,7,7
7,0,16,0,0,0,8,9,0,7,-1,-1,7,7,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,17,0,0,0,0,0,0,7,7
7,0,0,0,0,0,0,5,0,7,-1,-1,7,7,9,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,7
7,7,0,0,7,7,7,7,7,7,-1,-1,-1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
-1,7,0,0,0,7,0,7,-1,-1,-1,-1,7,7,7,7,0,0,0,0,7,7,7,7,7,0,0,7,7,7,7,7,7,7,0,0,0,0,7,7
-1,7,0,0,0,15,0,7,-1,-1,-1,-1,7,9,0,0,0,0,0,0,0,0,7,0,7,7,7,7,7,-1,7,0,13,0,29,0,0,0,0,7
-1,7,0,31,0,0,0,7,-1,-1,-1,7,7,0,16,0,0,7,7,0,13,0,0,0,0,7,7,-1,-1,-1,7,7,0,0,0,0,0,0,0,7
-1,7,0,0,0,0,0,7,-1,-1,-1,7,9,0,0,0,0,0,0,0,0,0,16,0,0,7,-1,-1,-1,-1,-1,7,7,0,0,0,7,0,0,7
-1,7,7,7,7,7,7,7,-1,-1,-1,7,0,0,0,0,16,0,2,0,0,0,3,4,7,7,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,11,7
-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,0,0,0,0,0,0,0,7,0,8,9,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,7,7,7
-1,-1,-1,-1,-1,-1,-1,-1,-1,7,13,0,23,0,0,0,7,0,0,7,7,0,12,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
