-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,13,0,0,0,23,0,0,0,2,0,0,0,0,3,4,0,0,0,0,0,7
-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,0,19,0,0,1,0,13,0,8,9,0,0,13,18,0,7
-1,-1,-1,-1,-1,-1,-1,7,12,11,10,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,7
-1,-1,-1,-1,-1,-1,-1,7,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,2,0,0,0,7,7,0,1,0,13,0,0,0,0,0,19,0,7,0,0,7
-1,-1,-1,-1,-1,-1,-1,21,0,3,4,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,13,0,0,0,23,0,0,0,0,0,0,0,0,0,2,0,0,13,7
-1,-1,-1,-1,-1,-1,-1,7,0,8,9,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,2,0,0,0,0,0,0,23,10,0,0,13,0,0,0,7
-1,-1,-1,-1,-1,-1,-1,7,2,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,7,0,0,19,0,0,28,0,3,4,19,0,0,0,0,0,0,0,0,7,7
-1,-1,-1,-1,-1,-1,-1,7,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,7,0,0,0,0,0,0,0,8,9,0,0,0,0,1,0,0,0,0,7,-1
-1,-1,-1,-1,-1,-1,-1,7,0,6,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,13,0,0,0,7,7,0,0,0,0,0,0,0,0,0,7,7,7,26,7,-1
-1,-1,-1,-1,-1,-1,-1,21,0,0,0,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,7,7,0,13,0,0,0,7,7,7,7,7,-1,7,26,7,-1
-1,-1,-1,-1,-1,-1,-1,7,0,2,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,4,0,19,0,0,0,0,0,0,23,0,7,7,-1,-1,-1,-1,7,26,7,-1
-1,-1,-1,-1,-1,-1,-1,7,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,9,0,0,0,13,0,0,19,0,0,0,7,7,-1,-1,-1,-1,7,26,7,-1
-1,-1,-1,-1,-1,-1,-1,7,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,11,0,0,0,0,0,0,0,0,3,4,7,-1,-1,-1,-1,-1,7,26,7,-1
-1,-1,-1,-1,-1,-1,-1,7,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,19,0,0,0,19,0,0,0,8,9,7,-1,-1,-1,-1,-1,7,26,7,-1
-1,7,7,7,7,7,-1,21,0,0,0,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,7,0,0,0,0,2,0,0,13,0,0,7,-1,-1,-1,-1,-1,7,0,7,-1
7,7,0,13,0,7,7,7,0,0,0,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,7,0,0,0,0,0,7,-1,-1,-1,-1,-1,7,12,7,-1
