7,7,7,7,7,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7
7,0,0,0,7,-1,-1,-1,-1,-1,-1,7,13,23,0,0,0,0,0,7
7,0,6,0,7,-1,-1,-1,-1,-1,-1,7,7,7,0,0,27,0,0,7
7,0,12,12,7,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,7
7,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,7
7,0,0,0,7,7,7,-1,-1,-1,-1,-1,7,7,0,0,0,0,0,7
7,0,0,0,0,0,7,-1,7,7,7,7,7,0,0,0,0,0,0,7
7,0,0,0,0,0,7,7,7,0,15,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,7
7,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,7
7,7,0,0,0,0,0,0,7,7,7,7,-1,7,0,0,0,0,0,7
-1,7,7,0,0,0,0,0,7,-1,-1,-1,-1,7,0,15,0,0,0,7
-1,-1,7,7,0,0,0,0,7,-1,-1,7,7,7,0,0,0,0,0,7
-1,-1,-1,7,7,7,0,0,7,-1,-1,7,0,0,0,0,0,0,0,7
-1,-1,-1,-1,-1,7,0,0,7,7,7,7,0,0,0,7,23,24,23,7
7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,7
7,19,0,0,19,0,0,0,0,18,0,0,0,0,0,7,0,5,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
