-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,-1,-1,7,7,7,7,7,-1,-1,-1,-1,-1,-1
-1,-1,-1,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,0,0,7,7,7,-1,-1,-1,-1,-1
-1,-1,-1,7,0,0,0,0,13,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,-1,-1,-1,-1,7,7,7,7,13,0,7,0,0,10,0,0,7,7,7,-1,-1,-1,-1
-1,-1,-1,7,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,36,0,7,7,-1,-1,7,7,7,0,0,0,0,0,0,0,0,0,10,0,7,7,-1,-1,-1,-1
-1,-1,-1,7,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,7,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,0,23,7,7,7,7,7,7,0,15,0,0,0,0,0,0,0,0,7,7,7,-1,-1,-1,-1
-1,-1,-1,7,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,0,0,0,7,-1,-1,-1,-1,7,0,0,0,13,7,0,0,0,11,10,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,0,0,0,8,8,7,0,0,0,0,0,0,0,0,7,7,7,7,7,-1,-1,-1,-1,-1
-1,-1,-1,7,7,7,0,0,1,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,7,-1,-1,-1,-1,7,13,0,17,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,15,13,0,0,13,0,0,0,0,0,11,0,0,7,7,7,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,7,0,0,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,3,7,-1,-1,-1,-1,7,0,0,0,0,0,0,7,0,17,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,0,0,0,0,15,0,0,0,0,0,0,0,0,12,7,7,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,7,0,0,8,7,-1,-1,7,7,7,7,7,7,-1,-1,-1,-1,7,0,0,8,7,-1,-1,-1,-1,7,0,17,0,7,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,1,0,0,7,0,13,14,0,0,0,1,0,7,7,0,0,7,7,-1,-1,-1,-1,-1,-1
