7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,0,0,0,7,0,17,0,17,0,17,0,0,0,0,0,0,0,0,7
7,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,7
7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
7,0,7,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,7
7,0,7,0,0,7,7,7,0,0,0,0,0,0,0,0,14,0,0,7
7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
